order_id,customer_id,order_date,payment_method,status
O034224,C03306,2025-10-31,COD,Delivered
O034225,C01652,2025-04-01,UPI,Delivered
O034226,C01417,2025-11-05,Debit Card,Delivered
O034227,C02650,2025-03-02,UPI,Delivered
O034228,C00655,2025-04-13,UPI,Delivered
O034229,C02510,2025-08-03,Net Banking,Delivered
O034230,C04105,2025-04-12,Net Banking,Delivered
O034231,C01183,2025-05-23,COD,Delivered
O034232,C01634,2025-03-31,Net Banking,Delivered
O034233,C01410,2025-04-28,Credit Card,Delivered
O034234,C04198,2025-05-19,UPI,Delivered
O034235,C04205,2025-10-30,Net Banking,Delivered
O034236,C04710,2025-08-28,UPI,Delivered
O034237,C02426,2025-05-16,Debit Card,Delivered
O034238,C00641,2025-01-05,UPI,Delivered
O034239,C01005,2025-07-28,UPI,Delivered
O034240,C04055,2025-03-28,Credit Card,Delivered
O034241,C02753,2025-12-13,Credit Card,Returned
O034242,C00368,2025-11-15,COD,Delivered
O034243,C00263,2025-10-04,COD,Delivered
O034244,C01582,2025-05-01,Debit Card,Delivered
O034245,C02981,2025-09-02,COD,Delivered
O034246,C03443,2025-12-24,UPI,Delivered
O034247,C04785,2025-03-31,Credit Card,Delivered
O034248,C00776,2025-05-20,Net Banking,Delivered
O034249,C04925,2025-04-22,UPI,Delivered
O034250,C02212,2025-08-28,Credit Card,Delivered
O034251,C01922,2025-09-29,Net Banking,Delivered
O034252,C00375,2025-05-23,Debit Card,Delivered
O034253,C02093,2025-07-26,Debit Card,Delivered
O034254,C04724,2025-04-29,Net Banking,Delivered
O034255,C03462,2025-03-25,COD,Delivered
O034256,C01266,2025-09-08,Credit Card,Delivered
O034257,C02981,2025-10-05,UPI,Delivered
O034258,C03001,2025-06-12,Credit Card,Delivered
O034259,C02508,2025-05-22,UPI,Delivered
O034260,C02067,2025-12-16,Credit Card,Delivered
O034261,C01757,2025-01-31,Credit Card,Delivered
O034262,C04143,2025-11-22,UPI,Delivered
O034263,C01757,2025-04-01,Net Banking,Delivered
O034264,C02867,2025-05-08,UPI,Delivered
O034265,C02871,2025-09-24,Net Banking,Delivered
O034266,C02965,2025-02-05,UPI,Delivered
O034267,C04001,2025-12-02,Debit Card,Delivered
O034268,C04373,2025-10-07,UPI,Delivered
O034269,C01401,2025-08-01,Credit Card,Delivered
O034270,C02864,2025-08-21,COD,Delivered
O034271,C01164,2025-08-16,Debit Card,Cancelled
O034272,C04731,2025-10-25,UPI,Delivered
O034273,C00579,2025-08-25,Debit Card,Delivered
O034274,C04232,2025-01-21,UPI,Delivered
O034275,C03830,2025-04-06,UPI,Returned
O034276,C01636,2025-02-20,Credit Card,Delivered
O034277,C04131,2025-12-03,Net Banking,Returned
O034278,C02007,2025-11-07,Net Banking,Delivered
O034279,C01814,2025-03-03,Debit Card,Delivered
O034280,C04053,2025-12-09,UPI,Delivered
O034281,C00574,2025-06-02,Net Banking,Delivered
O034282,C02172,2025-08-12,Net Banking,Delivered
O034283,C03634,2025-05-22,COD,Delivered
O034284,C03580,2025-02-10,Credit Card,Delivered
O034285,C04788,2025-06-15,Net Banking,Delivered
O034286,C02088,2025-07-09,Debit Card,Delivered
O034287,C02504,2025-10-24,Net Banking,Delivered
O034288,C03527,2025-02-14,UPI,Delivered
O034289,C02410,2025-07-27,UPI,Delivered
O034290,C01250,2025-04-06,Credit Card,Delivered
O034291,C03614,2025-10-02,UPI,Delivered
O034292,C02356,2025-10-20,Credit Card,Cancelled
O034293,C01241,2025-08-23,UPI,Delivered
O034294,C03599,2025-12-07,UPI,Delivered
O034295,C00073,2025-07-26,Credit Card,Delivered
O034296,C00485,2025-01-26,Credit Card,Delivered
O034297,C04585,2025-12-16,UPI,Delivered
O034298,C02262,2025-12-26,Credit Card,Delivered
O034299,C00423,2025-07-26,Credit Card,Delivered
O034300,C02408,2025-05-21,Debit Card,Delivered
O034301,C02428,2025-12-13,COD,Delivered
O034302,C04477,2025-03-28,Credit Card,Delivered
O034303,C04243,2025-04-08,COD,Delivered
O034304,C04938,2025-01-23,UPI,Delivered
O034305,C00386,2025-09-07,Debit Card,Delivered
O034306,C04162,2025-12-30,UPI,Delivered
O034307,C02128,2025-09-07,UPI,Delivered
O034308,C02336,2025-05-28,UPI,Returned
O034309,C04518,2025-02-23,UPI,Delivered
O034310,C04596,2025-11-11,Debit Card,Delivered
O034311,C04378,2025-02-08,Credit Card,Delivered
O034312,C03168,2025-11-30,Net Banking,Delivered
O034313,C03506,2025-08-06,COD,Delivered
O034314,C03068,2025-12-13,UPI,Delivered
O034315,C02782,2025-08-25,Debit Card,Delivered
O034316,C02943,2025-11-21,Credit Card,Cancelled
O034317,C00072,2025-11-20,COD,Delivered
O034318,C04758,2025-12-09,UPI,Delivered
O034319,C00257,2025-10-04,UPI,Delivered
O034320,C01611,2025-08-13,Credit Card,Delivered
O034321,C01318,2025-05-24,UPI,Delivered
O034322,C01719,2025-10-15,COD,Cancelled
O034323,C02694,2025-07-30,Credit Card,Delivered
O034324,C01280,2025-06-03,Debit Card,Delivered
O034325,C01854,2025-09-16,UPI,Delivered
O034326,C01298,2025-08-15,Debit Card,Delivered
O034327,C00850,2025-03-23,Credit Card,Delivered
O034328,C03143,2025-03-29,COD,Delivered
O034329,C04000,2025-11-05,Credit Card,Delivered
O034330,C04120,2025-01-04,UPI,Delivered
O034331,C04592,2025-06-22,UPI,Cancelled
O034332,C00886,2025-02-01,UPI,Cancelled
O034333,C00947,2025-08-22,Debit Card,Delivered
O034334,C00396,2025-08-14,UPI,Delivered
O034335,C04954,2025-12-05,UPI,Delivered
O034336,C04562,2025-07-25,Credit Card,Delivered
O034337,C03908,2025-04-12,UPI,Delivered
O034338,C00215,2025-02-27,Net Banking,Delivered
O034339,C03805,2025-09-26,Credit Card,Delivered
O034340,C01981,2025-05-30,UPI,Delivered
O034341,C04927,2025-09-09,Credit Card,Delivered
O034342,C03020,2025-02-13,Debit Card,Delivered
O034343,C03877,2025-01-30,Debit Card,Delivered
O034344,C00396,2025-01-12,UPI,Delivered
O034345,C02320,2025-01-14,Credit Card,Delivered
O034346,C00844,2025-10-19,UPI,Delivered
O034347,C01665,2025-02-14,Credit Card,Delivered
O034348,C04012,2025-07-19,UPI,Cancelled
O034349,C01253,2025-01-24,UPI,Cancelled
O034350,C00205,2025-09-08,Credit Card,Delivered
O034351,C00260,2025-04-29,Credit Card,Delivered
O034352,C02536,2025-03-19,COD,Cancelled
O034353,C01297,2025-08-30,Debit Card,Delivered
O034354,C01721,2025-07-22,Debit Card,Delivered
O034355,C03985,2025-08-25,COD,Delivered
O034356,C04872,2025-10-21,UPI,Delivered
O034357,C01648,2025-12-14,UPI,Delivered
O034358,C03417,2025-03-28,UPI,Delivered
O034359,C00297,2025-07-29,UPI,Delivered
O034360,C02445,2025-10-03,UPI,Delivered
O034361,C04248,2025-04-07,UPI,Delivered
O034362,C01737,2025-01-02,UPI,Delivered
O034363,C02147,2025-08-17,Debit Card,Delivered
O034364,C00608,2025-08-31,Credit Card,Delivered
O034365,C01089,2025-09-15,UPI,Delivered
O034366,C01439,2025-02-11,Net Banking,Delivered
O034367,C02194,2025-08-01,COD,Cancelled
O034368,C03582,2025-10-23,Credit Card,Delivered
O034369,C00577,2025-01-03,Debit Card,Delivered
O034370,C03287,2025-01-16,Debit Card,Delivered
O034371,C03442,2025-10-06,Credit Card,Delivered
O034372,C04915,2025-04-12,Credit Card,Delivered
O034373,C00532,2025-03-18,Debit Card,Delivered
O034374,C00350,2025-07-21,UPI,Delivered
O034375,C03583,2025-02-24,Debit Card,Delivered
O034376,C04861,2025-07-28,UPI,Delivered
O034377,C03894,2025-11-25,Debit Card,Returned
O034378,C04005,2025-12-20,UPI,Delivered
O034379,C04217,2025-03-22,COD,Delivered
O034380,C04158,2025-09-01,Debit Card,Delivered
O034381,C01035,2025-08-23,Credit Card,Delivered
O034382,C00554,2025-04-24,Debit Card,Delivered
O034383,C01273,2025-03-08,Debit Card,Delivered
O034384,C02694,2025-10-24,COD,Delivered
O034385,C02278,2025-02-09,Credit Card,Delivered
O034386,C00089,2025-08-09,Credit Card,Delivered
O034387,C04537,2025-04-13,Net Banking,Cancelled
O034388,C00679,2025-10-22,Credit Card,Returned
O034389,C03037,2025-02-22,UPI,Delivered
O034390,C03621,2025-10-23,UPI,Delivered
O034391,C03297,2025-02-21,UPI,Delivered
O034392,C00466,2025-02-06,Debit Card,Delivered
O034393,C00364,2025-03-08,COD,Delivered
O034394,C03240,2025-06-11,UPI,Delivered
O034395,C00419,2025-07-25,Debit Card,Delivered
O034396,C03446,2025-12-07,Credit Card,Cancelled
O034397,C00526,2025-11-18,UPI,Returned
O034398,C00222,2025-02-21,Credit Card,Delivered
O034399,C04903,2025-07-28,UPI,Returned
O034400,C03629,2025-01-02,COD,Delivered
O034401,C03122,2025-05-09,Debit Card,Delivered
O034402,C04090,2025-06-27,Credit Card,Cancelled
O034403,C03693,2025-06-13,Credit Card,Delivered
O034404,C03808,2025-12-19,UPI,Delivered
O034405,C03943,2025-01-22,Debit Card,Delivered
O034406,C00680,2025-08-15,Debit Card,Delivered
O034407,C00156,2025-03-23,COD,Delivered
O034408,C02826,2025-06-13,Credit Card,Delivered
O034409,C00196,2025-01-03,UPI,Delivered
O034410,C04859,2025-06-21,Debit Card,Delivered
O034411,C04572,2025-04-28,UPI,Cancelled
O034412,C00491,2025-05-24,Credit Card,Delivered
O034413,C02267,2025-09-09,Credit Card,Delivered
O034414,C04609,2025-09-23,COD,Delivered
O034415,C03407,2025-06-19,Credit Card,Delivered
O034416,C03918,2025-08-01,Debit Card,Delivered
O034417,C03422,2025-10-08,UPI,Delivered
O034418,C02305,2025-08-15,COD,Delivered
O034419,C00579,2025-09-19,Credit Card,Delivered
O034420,C04107,2025-09-12,Net Banking,Delivered
O034421,C01367,2025-01-08,Debit Card,Returned
O034422,C03497,2025-02-10,UPI,Delivered
O034423,C03908,2025-09-14,Net Banking,Delivered
O034424,C00188,2025-05-11,UPI,Cancelled
O034425,C01504,2025-02-21,COD,Delivered
O034426,C04526,2025-04-12,UPI,Cancelled
O034427,C04112,2025-08-07,Debit Card,Delivered
O034428,C02772,2025-09-01,UPI,Delivered
O034429,C03608,2025-11-29,Credit Card,Cancelled
O034430,C01032,2025-10-30,Credit Card,Delivered
O034431,C02543,2025-12-05,Net Banking,Delivered
O034432,C01348,2025-10-02,COD,Returned
O034433,C00926,2025-03-11,UPI,Delivered
O034434,C00309,2025-02-16,Credit Card,Delivered
O034435,C03567,2025-04-27,Net Banking,Delivered
O034436,C03637,2025-03-19,Debit Card,Delivered
O034437,C02527,2025-01-05,Credit Card,Delivered
O034438,C01805,2025-09-11,UPI,Delivered
O034439,C00214,2025-11-16,Credit Card,Delivered
O034440,C04231,2025-04-17,Credit Card,Delivered
O034441,C00976,2025-09-01,Debit Card,Delivered
O034442,C04507,2025-06-22,Net Banking,Delivered
O034443,C03492,2025-02-05,Debit Card,Delivered
O034444,C02924,2025-06-22,UPI,Delivered
O034445,C01336,2025-06-29,Credit Card,Delivered
O034446,C04690,2025-09-24,Credit Card,Delivered
O034447,C04366,2025-09-12,COD,Delivered
O034448,C04481,2025-11-16,Credit Card,Delivered
O034449,C04115,2025-11-17,Debit Card,Delivered
O034450,C02371,2025-03-14,Debit Card,Delivered
O034451,C00854,2025-02-26,COD,Cancelled
O034452,C02546,2025-03-07,Net Banking,Delivered
O034453,C00193,2025-05-12,Net Banking,Delivered
O034454,C04999,2025-09-17,Credit Card,Delivered
O034455,C00989,2025-05-04,COD,Returned
O034456,C03887,2025-04-02,Credit Card,Delivered
O034457,C01287,2025-10-01,Credit Card,Delivered
O034458,C01353,2025-05-21,Credit Card,Delivered
O034459,C02421,2025-08-20,Debit Card,Delivered
O034460,C01011,2025-03-11,UPI,Delivered
O034461,C03296,2025-06-24,Credit Card,Returned
O034462,C03642,2025-12-25,Net Banking,Delivered
O034463,C00352,2025-03-27,UPI,Cancelled
O034464,C03152,2025-09-10,UPI,Delivered
O034465,C04002,2025-01-30,UPI,Delivered
O034466,C00176,2025-06-04,Credit Card,Delivered
O034467,C04960,2025-07-19,UPI,Delivered
O034468,C00166,2025-12-29,Debit Card,Delivered
O034469,C00424,2025-06-05,Net Banking,Delivered
O034470,C00851,2025-09-02,COD,Delivered
O034471,C02461,2025-01-20,UPI,Delivered
O034472,C01656,2025-07-22,Net Banking,Delivered
O034473,C00755,2025-11-30,Debit Card,Delivered
O034474,C02509,2025-06-01,UPI,Delivered
O034475,C03623,2025-03-18,UPI,Delivered
O034476,C03836,2025-11-24,Credit Card,Delivered
O034477,C04242,2025-06-21,UPI,Delivered
O034478,C02954,2025-11-25,UPI,Delivered
O034479,C04280,2025-09-07,COD,Delivered
O034480,C04695,2025-07-05,Debit Card,Returned
O034481,C03512,2025-12-28,UPI,Delivered
O034482,C02276,2025-05-08,Net Banking,Returned
O034483,C03489,2025-12-29,Debit Card,Returned
O034484,C02989,2025-01-11,UPI,Delivered
O034485,C01403,2025-12-02,COD,Delivered
O034486,C01926,2025-08-30,Net Banking,Delivered
O034487,C00632,2025-06-30,UPI,Delivered
O034488,C01738,2025-09-22,Net Banking,Delivered
O034489,C04943,2025-07-14,COD,Delivered
O034490,C03500,2025-09-03,Credit Card,Delivered
O034491,C03839,2025-04-10,UPI,Delivered
O034492,C01801,2025-02-21,Credit Card,Delivered
O034493,C04292,2025-03-16,Debit Card,Delivered
O034494,C01638,2025-05-13,UPI,Delivered
O034495,C02299,2025-09-13,UPI,Cancelled
O034496,C04510,2025-07-28,Debit Card,Delivered
O034497,C04414,2025-05-23,Debit Card,Delivered
O034498,C00545,2025-03-09,UPI,Delivered
O034499,C02700,2025-02-23,UPI,Cancelled
O034500,C02167,2025-09-24,Debit Card,Delivered
O034501,C02531,2025-08-30,UPI,Delivered
O034502,C00704,2025-02-16,UPI,Delivered
O034503,C01021,2025-04-25,Debit Card,Delivered
O034504,C04684,2025-07-15,Credit Card,Cancelled
O034505,C02211,2025-10-21,Net Banking,Delivered
O034506,C04198,2025-05-10,Net Banking,Delivered
O034507,C04670,2025-02-14,COD,Delivered
O034508,C00373,2025-06-04,Debit Card,Delivered
O034509,C04065,2025-11-13,Debit Card,Delivered
O034510,C03155,2025-03-23,Credit Card,Returned
O034511,C01469,2025-09-24,Debit Card,Delivered
O034512,C04158,2025-06-06,UPI,Delivered
O034513,C02662,2025-01-25,Debit Card,Delivered
O034514,C03818,2025-11-30,COD,Delivered
O034515,C00095,2025-07-01,UPI,Delivered
O034516,C02314,2025-06-23,Credit Card,Delivered
O034517,C04530,2025-10-24,UPI,Delivered
O034518,C03191,2025-02-10,UPI,Delivered
O034519,C03892,2025-12-23,UPI,Delivered
O034520,C01927,2025-10-15,UPI,Delivered
O034521,C04409,2025-02-18,UPI,Delivered
O034522,C00673,2025-09-19,UPI,Cancelled
O034523,C04022,2025-09-01,Net Banking,Delivered
O034524,C00239,2025-02-26,UPI,Delivered
O034525,C00746,2025-01-06,UPI,Delivered
O034526,C02787,2025-02-16,UPI,Delivered
O034527,C04269,2025-03-04,UPI,Delivered
O034528,C04902,2025-03-08,Debit Card,Delivered
O034529,C01171,2025-07-02,UPI,Returned
O034530,C04414,2025-06-11,COD,Delivered
O034531,C00809,2025-10-24,UPI,Delivered
O034532,C01591,2025-04-15,UPI,Delivered
O034533,C00719,2025-09-20,COD,Delivered
O034534,C02447,2025-02-26,COD,Delivered
O034535,C04452,2025-01-16,UPI,Delivered
O034536,C04192,2025-02-28,Credit Card,Delivered
O034537,C02190,2025-06-15,Debit Card,Delivered
O034538,C03550,2025-09-07,Net Banking,Delivered
O034539,C03758,2025-02-03,COD,Delivered
O034540,C04636,2025-02-15,Debit Card,Cancelled
O034541,C01723,2025-10-26,Credit Card,Delivered
O034542,C02034,2025-02-16,UPI,Delivered
O034543,C02659,2025-09-09,UPI,Cancelled
O034544,C01958,2025-06-15,Net Banking,Delivered
O034545,C01506,2025-11-13,Credit Card,Delivered
O034546,C02185,2025-05-12,UPI,Delivered
O034547,C00276,2025-03-11,Net Banking,Delivered
O034548,C00743,2025-03-01,UPI,Delivered
O034549,C03233,2025-07-24,UPI,Delivered
O034550,C00156,2025-08-26,UPI,Delivered
O034551,C02229,2025-12-10,UPI,Delivered
O034552,C02026,2025-12-14,Net Banking,Delivered
O034553,C01788,2025-11-29,Credit Card,Delivered
O034554,C01937,2025-04-16,UPI,Delivered
O034555,C04716,2025-07-03,Credit Card,Delivered
O034556,C02080,2025-12-04,UPI,Delivered
O034557,C01554,2025-01-07,Debit Card,Delivered
O034558,C02454,2025-01-31,UPI,Cancelled
O034559,C04124,2025-08-04,UPI,Delivered
O034560,C03889,2025-12-07,UPI,Delivered
O034561,C03882,2025-10-31,COD,Delivered
O034562,C03343,2025-10-25,UPI,Delivered
O034563,C01440,2025-12-12,Debit Card,Returned
O034564,C03543,2025-10-13,UPI,Delivered
O034565,C03640,2025-05-06,Debit Card,Delivered
O034566,C03528,2025-02-20,UPI,Delivered
O034567,C02357,2025-07-09,UPI,Delivered
O034568,C02898,2025-02-20,UPI,Delivered
O034569,C03955,2025-12-31,COD,Returned
O034570,C00765,2025-08-20,COD,Delivered
O034571,C00087,2025-06-27,UPI,Delivered
O034572,C03350,2025-06-07,UPI,Delivered
O034573,C02146,2025-05-27,Debit Card,Delivered
O034574,C03043,2025-11-02,Debit Card,Delivered
O034575,C01488,2025-09-08,Debit Card,Delivered
O034576,C04019,2025-12-05,COD,Delivered
O034577,C03641,2025-12-08,UPI,Delivered
O034578,C02544,2025-05-12,UPI,Delivered
O034579,C04312,2025-08-25,UPI,Delivered
O034580,C00481,2025-01-12,UPI,Delivered
O034581,C01138,2025-05-23,Debit Card,Delivered
O034582,C04030,2025-04-28,Credit Card,Delivered
O034583,C04419,2025-03-02,Debit Card,Delivered
O034584,C01070,2025-06-30,Debit Card,Returned
O034585,C00639,2025-11-09,Debit Card,Delivered
O034586,C04597,2025-09-22,Credit Card,Delivered
O034587,C00910,2025-01-29,COD,Delivered
O034588,C03660,2025-09-20,Debit Card,Delivered
O034589,C01700,2025-07-19,Debit Card,Delivered
O034590,C03418,2025-04-15,COD,Delivered
O034591,C01476,2025-03-20,Debit Card,Delivered
O034592,C01916,2025-05-24,UPI,Delivered
O034593,C03120,2025-07-18,Credit Card,Returned
O034594,C02292,2025-04-16,Debit Card,Delivered
O034595,C00632,2025-12-05,COD,Delivered
O034596,C00776,2025-03-30,Credit Card,Delivered
O034597,C01443,2025-11-28,UPI,Returned
O034598,C04072,2025-09-23,UPI,Delivered
O034599,C02072,2025-09-08,Credit Card,Delivered
O034600,C00621,2025-06-01,Debit Card,Delivered
O034601,C04711,2025-11-02,UPI,Delivered
O034602,C01186,2025-07-15,UPI,Delivered
O034603,C04177,2025-05-06,COD,Delivered
O034604,C02704,2025-02-12,UPI,Delivered
O034605,C00875,2025-06-22,UPI,Delivered
O034606,C04695,2025-02-23,Debit Card,Delivered
O034607,C02416,2025-09-10,COD,Delivered
O034608,C00727,2025-10-26,Credit Card,Delivered
O034609,C03517,2025-07-15,Net Banking,Delivered
O034610,C02885,2025-10-20,UPI,Delivered
O034611,C00221,2025-08-05,Credit Card,Delivered
O034612,C01229,2025-06-18,Credit Card,Delivered
O034613,C01517,2025-08-10,UPI,Cancelled
O034614,C00483,2025-05-08,Credit Card,Delivered
O034615,C02621,2025-12-15,Credit Card,Delivered
O034616,C02441,2025-01-16,Credit Card,Delivered
O034617,C04754,2025-02-06,Credit Card,Delivered
O034618,C01533,2025-10-23,Debit Card,Delivered
O034619,C00015,2025-11-16,UPI,Delivered
O034620,C04959,2025-08-13,Credit Card,Delivered
O034621,C04853,2025-04-24,UPI,Delivered
O034622,C03783,2025-01-22,COD,Delivered
O034623,C01737,2025-10-26,Debit Card,Delivered
O034624,C00635,2025-03-03,Debit Card,Delivered
O034625,C02528,2025-07-01,Net Banking,Delivered
O034626,C01303,2025-10-12,Debit Card,Delivered
O034627,C01684,2025-01-16,Net Banking,Delivered
O034628,C00557,2025-10-04,UPI,Delivered
O034629,C04215,2025-05-17,UPI,Delivered
O034630,C00292,2025-10-10,Credit Card,Delivered
O034631,C01929,2025-05-07,Net Banking,Delivered
O034632,C01451,2025-03-27,UPI,Delivered
O034633,C02381,2025-07-26,Debit Card,Delivered
O034634,C04541,2025-12-29,UPI,Delivered
O034635,C00918,2025-05-31,COD,Delivered
O034636,C02693,2025-02-20,Net Banking,Delivered
O034637,C00612,2025-08-19,Credit Card,Delivered
O034638,C04923,2025-03-21,COD,Delivered
O034639,C01824,2025-05-11,Debit Card,Cancelled
O034640,C03437,2025-05-16,UPI,Delivered
O034641,C01228,2025-12-12,Debit Card,Delivered
O034642,C01571,2025-06-19,Credit Card,Delivered
O034643,C03281,2025-06-12,UPI,Delivered
O034644,C02517,2025-07-18,UPI,Delivered
O034645,C00338,2025-08-15,COD,Cancelled
O034646,C00073,2025-02-17,Credit Card,Delivered
O034647,C01526,2025-11-06,COD,Cancelled
O034648,C03818,2025-09-10,Debit Card,Delivered
O034649,C01587,2025-04-13,UPI,Cancelled
O034650,C01187,2025-02-05,Net Banking,Delivered
O034651,C02320,2025-01-06,UPI,Delivered
O034652,C03331,2025-07-18,Credit Card,Delivered
O034653,C02383,2025-01-12,UPI,Delivered
O034654,C01055,2025-04-13,UPI,Delivered
O034655,C02177,2025-07-06,Net Banking,Delivered
O034656,C00318,2025-11-17,Debit Card,Delivered
O034657,C01185,2025-06-27,Credit Card,Returned
O034658,C03930,2025-06-20,Credit Card,Delivered
O034659,C03573,2025-06-26,COD,Delivered
O034660,C02730,2025-03-30,Net Banking,Delivered
O034661,C00421,2025-07-23,COD,Returned
O034662,C04131,2025-12-13,UPI,Delivered
O034663,C02120,2025-12-09,Debit Card,Delivered
O034664,C04783,2025-07-30,UPI,Delivered
O034665,C01379,2025-08-01,UPI,Delivered
O034666,C02419,2025-01-21,Net Banking,Delivered
O034667,C02178,2025-03-29,Credit Card,Cancelled
O034668,C03509,2025-01-13,Net Banking,Cancelled
O034669,C03658,2025-04-30,Credit Card,Delivered
O034670,C00332,2025-06-27,UPI,Delivered
O034671,C03431,2025-05-09,UPI,Delivered
O034672,C00186,2025-02-20,Debit Card,Delivered
O034673,C00920,2025-02-11,Debit Card,Delivered
O034674,C04080,2025-11-14,COD,Cancelled
O034675,C00278,2025-04-05,Credit Card,Delivered
O034676,C03158,2025-08-30,Net Banking,Delivered
O034677,C04740,2025-12-22,UPI,Delivered
O034678,C04818,2025-03-02,UPI,Delivered
O034679,C03294,2025-12-15,UPI,Delivered
O034680,C02158,2025-08-16,Credit Card,Delivered
O034681,C02017,2025-10-04,UPI,Delivered
O034682,C02070,2025-01-18,Credit Card,Delivered
O034683,C03644,2025-09-01,UPI,Delivered
O034684,C02886,2025-11-07,Debit Card,Delivered
O034685,C00486,2025-11-20,Debit Card,Delivered
O034686,C02926,2025-02-16,COD,Cancelled
O034687,C04080,2025-11-06,Credit Card,Delivered
O034688,C03046,2025-01-18,UPI,Delivered
O034689,C00372,2025-07-20,Credit Card,Delivered
O034690,C01198,2025-09-10,COD,Delivered
O034691,C02183,2025-07-11,Debit Card,Delivered
O034692,C04376,2025-02-18,Debit Card,Delivered
O034693,C00268,2025-04-04,COD,Delivered
O034694,C04490,2025-08-25,COD,Delivered
O034695,C04491,2025-08-10,COD,Delivered
O034696,C03302,2025-06-16,Credit Card,Delivered
O034697,C03607,2025-09-11,Debit Card,Delivered
O034698,C00278,2025-02-26,UPI,Cancelled
O034699,C02070,2025-01-06,COD,Delivered
O034700,C01833,2025-08-26,COD,Delivered
O034701,C02104,2025-08-09,Debit Card,Delivered
O034702,C01148,2025-08-12,UPI,Delivered
O034703,C04131,2025-03-19,UPI,Delivered
O034704,C01296,2025-01-20,COD,Delivered
O034705,C00658,2025-11-02,Net Banking,Delivered
O034706,C02445,2025-09-22,UPI,Delivered
O034707,C00022,2025-07-23,COD,Delivered
O034708,C04087,2025-05-22,UPI,Delivered
O034709,C03654,2025-10-31,UPI,Delivered
O034710,C00879,2025-03-21,Credit Card,Delivered
O034711,C01042,2025-07-29,COD,Delivered
O034712,C04333,2025-09-13,UPI,Delivered
O034713,C04800,2025-11-08,UPI,Delivered
O034714,C03809,2025-02-09,Net Banking,Returned
O034715,C03123,2025-12-19,Credit Card,Delivered
O034716,C03862,2025-07-21,COD,Delivered
O034717,C01889,2025-03-27,UPI,Delivered
O034718,C03062,2025-02-12,UPI,Delivered
O034719,C00620,2025-08-24,UPI,Cancelled
O034720,C02436,2025-03-11,UPI,Delivered
O034721,C03236,2025-12-22,UPI,Delivered
O034722,C04128,2025-05-11,COD,Delivered
O034723,C04882,2025-05-12,COD,Delivered
O034724,C00710,2025-09-05,Credit Card,Delivered
O034725,C03296,2025-06-04,UPI,Delivered
O034726,C00282,2025-08-18,Net Banking,Delivered
O034727,C02323,2025-03-30,UPI,Delivered
O034728,C04934,2025-08-17,Debit Card,Cancelled
O034729,C04226,2025-01-27,Debit Card,Delivered
O034730,C03284,2025-12-27,COD,Delivered
O034731,C01230,2025-12-22,COD,Delivered
O034732,C02756,2025-08-26,COD,Delivered
O034733,C03036,2025-06-24,Debit Card,Delivered
O034734,C03301,2025-11-12,UPI,Delivered
O034735,C02858,2025-10-19,COD,Cancelled
O034736,C03870,2025-03-02,UPI,Cancelled
O034737,C03209,2025-06-19,Debit Card,Returned
O034738,C00263,2025-09-20,COD,Delivered
O034739,C04452,2025-11-02,COD,Delivered
O034740,C00821,2025-04-26,Credit Card,Delivered
O034741,C04604,2025-06-24,UPI,Delivered
O034742,C01231,2025-08-09,Net Banking,Delivered
O034743,C03697,2025-05-08,Credit Card,Delivered
O034744,C02554,2025-01-05,Credit Card,Delivered
O034745,C03717,2025-11-22,Credit Card,Delivered
O034746,C03174,2025-07-05,UPI,Delivered
O034747,C04310,2025-06-21,UPI,Delivered
O034748,C01350,2025-07-18,UPI,Delivered
O034749,C04015,2025-08-19,Net Banking,Delivered
O034750,C04397,2025-10-15,UPI,Delivered
O034751,C04970,2025-12-01,Debit Card,Delivered
O034752,C01378,2025-04-25,UPI,Delivered
O034753,C01282,2025-11-29,UPI,Delivered
O034754,C04500,2025-11-26,Credit Card,Delivered
O034755,C04938,2025-11-09,Credit Card,Delivered
O034756,C04861,2025-01-11,Net Banking,Delivered
O034757,C04284,2025-04-14,Net Banking,Delivered
O034758,C02699,2025-06-24,Net Banking,Delivered
O034759,C04456,2025-04-30,COD,Delivered
O034760,C00722,2025-08-25,Credit Card,Delivered
O034761,C02754,2025-08-24,UPI,Delivered
O034762,C01730,2025-11-01,UPI,Delivered
O034763,C03423,2025-02-07,Net Banking,Delivered
O034764,C01223,2025-09-29,UPI,Cancelled
O034765,C00932,2025-12-10,Debit Card,Delivered
O034766,C02853,2025-09-08,UPI,Delivered
O034767,C01179,2025-11-30,Credit Card,Delivered
O034768,C04170,2025-01-27,Net Banking,Cancelled
O034769,C01769,2025-11-26,UPI,Delivered
O034770,C01119,2025-05-03,UPI,Delivered
O034771,C02384,2025-06-05,UPI,Cancelled
O034772,C01299,2025-08-05,UPI,Delivered
O034773,C01521,2025-07-13,Debit Card,Delivered
O034774,C03364,2025-10-28,Credit Card,Returned
O034775,C01697,2025-06-10,UPI,Delivered
O034776,C01853,2025-05-08,Credit Card,Delivered
O034777,C03974,2025-11-12,UPI,Delivered
O034778,C02157,2025-06-27,Debit Card,Delivered
O034779,C01540,2025-05-06,UPI,Delivered
O034780,C03721,2025-06-23,UPI,Returned
O034781,C00281,2025-02-04,Debit Card,Cancelled
O034782,C03652,2025-08-27,UPI,Delivered
O034783,C00057,2025-02-10,Debit Card,Delivered
O034784,C00091,2025-07-05,UPI,Delivered
